0,Slav Defense: Exchange Variation
1,Nimzowitsch Defense: Kennedy Variation
2,King's Pawn Game: Leonardis Variation
3,Queen's Pawn Game: Zukertort Variation
4,Philidor Defense
5,Sicilian Defense: Mongoose Variation
6,Blackmar-Diemer Gambit: Pietrowsky Defense
7,Linksspringer Variation
8,Italian Game: Schilling-Kostic Gambit
9,Scandinavian Defense: Mieses-Kotroc Variation
10,Van't Kruijs Opening
11,French Defense: Advance Variation
12,Paulsen Attack
13,French Defense: Knight Variation
14,French Defense #2
15,Four Knights Game: Italian Variation
16,Italian Game: Two Knights Defense
17,Knight Attack
18,Philidor Defense #3
19,Queen's Pawn Game
20,Italian Game: Anti-Fried Liver Defense
21,Horwitz Defense
22,Sicilian Defense: Bowdler Attack
23,English Opening: King's English Variation
24,Reversed Closed Sicilian
25,Sicilian Defense: Smith-Morra Gambit #2
26,Queen's Pawn Game: Chigorin Variation
27,Scotch Game: Haxo Gambit
28,Slav Defense
29,Queen's Gambit Refused: Marshall Defense
30,Sicilian Defense: Canal Attack
31,Main Line
32,Sicilian Defense
33,Queen's Gambit Accepted: Central Variation
34,Greco Variation
35,Robatsch (Modern) Defense
36,Blackmar-Diemer Gambit: Tartakower Variation
37,Indian Game
38,Sicilian Defense: Dragon Variation
39,Yugoslav Attack
40,Reversed Sicilian
41,Sicilian Defense: Closed Variation
42,Modern Line
43,Scandinavian Defense
44,French Defense: Normal Variation
45,King's Pawn Game: Beyer Gambit
46,Dutch Defense
47,Zukertort Opening: Ross Gambit
48,Vienna Game: Mengarini Variation
49,Philidor Defense: Larsen Variation
50,Scotch Game
51,Philidor Defense: Lopez Countergambit
52,Modern Defense
53,Blumenfeld Countergambit #2
54,Zukertort Opening: Kingside Fianchetto
55,French Defense: Queen's Knight
56,Queen's Pawn Game: Mason Attack
57,Queen's Pawn
58,French Defense: Advance
59,Steinitz Variation
60,French Defense: Exchange Variation
61,Queen's Pawn Game: London System
62,French Defense: Chigorin Variation
63,French Defense: La Bourdonnais Variation
64,English Opening: Anglo-Lithuanian Variation
65,Crab Opening
66,French Defense: Winawer Variation
67,Advance Variation #2
68,Queen's Pawn Game: Steinitz Countergambit
69,Queen's Indian Defense
70,Italian Game: Giuoco Pianissimo
71,Normal
72,French Defense: Marshall Variation
73,Gruenfeld Defense
74,French Defense: Rubinstein Variation
75,Fort Knox Variation
76,Queen's Gambit Declined: Traditional Variation
77,Queen's Gambit Accepted: Old Variation
78,Queen's Gambit Declined: Semi-Tarrasch
79,5.cxd5
80,Yusupov-Rubinstein System
81,Queen's Gambit Declined: Queen's Knight Variation
82,Ruy Lopez: Classical Variation
83,Central Variation
84,Bishop's Opening: Ponziani Gambit
85,Benoni Defense: Benoni-Indian Defense
86,Kingside Move Order
87,King's Indian Attack: French Variation
88,Nimzowitsch Defense: Mikenas Variation
89,Italian Game
90,Alekhine Defense #2
91,Sicilian Defense: Nimzowitsch Variation
92,Fried Liver Attack
93,Alekhine Defense: Maroczy Variation
94,Alekhine Defense: Two Pawn Attack
95,Lasker Variation
96,Caro-Kann Defense: Exchange Variation
97,Queen's Pawn Game #2
98,Sicilian Defense: Modern Variations
99,Goldsmith Defense
100,Nimzo-Indian Defense
101,Alekhine Defense
102,Bogo-Indian Defense: Exchange Variation
103,Alekhine Defense: Saemisch Attack
104,King's Knight Opening
105,Queen's Gambit Declined
106,French Defense: Classical Variation
107,Vienna Game: Vienna Gambit
108,Scandinavian Defense: Panov Transfer
109,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
110,Benoni Defense
111,Sicilian Defense: Hyperaccelerated Dragon
112,Ruy Lopez: Berlin Defense #2
113,Sicilian Defense: Najdorf
114,Lipnitsky Attack
115,Sicilian Defense: Delayed Alapin
